t,value
148,100.1208894642186
149,100.1794488337687
150,100.15066806452953
151,100.18222128072934
152,100.14188777996274
153,100.13362498313835
154,100.18368809690912
155,100.20880943515488
156,100.1962436499927
157,100.19685295806016
158,100.17821121034136
159,100.23825608162721
160,100.2221087584092
161,100.23634463972097
162,100.21030838318515
163,100.21924973004977
164,100.2155609905011
165,100.2237932338337
166,100.18108334292178
167,100.19286771453247
168,100.19262990995527
169,100.23264700053993
170,100.24958717527474
171,100.20085200927905
172,100.18064765926351
173,100.18741552119707
174,100.17916089109275
175,100.19860056068006
176,100.15699595646034
177,100.16297840886769
178,100.16402460098203
179,100.18175034009683
180,100.13856771848809
181,100.12200911434667
182,100.14197434416475
183,100.12468513830706
184,100.16644409511049
185,100.11998482041525
186,100.13920357048407
187,100.12515887563801
188,100.14572836102089
189,100.12477133364172
190,100.12964683386919
191,100.13018900696696
192,100.1614664607503
193,100.15444086644452
194,100.19371643500247
195,100.15861108002886
196,100.18294877150745
197,100.223715389273
198,100.1867377905425
199,100.17482484761591
200,100.20532802299553
201,100.2021205174564
202,100.20767887771387
203,100.22929279508166
204,100.23035849111103
205,100.2270162522734
206,100.27071919477044
207,100.21690812433619
208,100.25180201797588
209,100.23455335450056
210,100.28053300253887
211,100.25549825106918
212,100.25764655596062
213,100.294220135355
214,100.2827330400138
215,100.24091947552208
216,100.3006616640749
217,100.23114180525
218,100.24628345952908
219,100.23222598652194
220,100.24374507710162
221,100.27698521617239
222,100.26982995723428
223,100.23792502605775
224,100.22934624496833
225,100.24477866632469
226,100.20243202348887
227,100.20226715699211
228,100.20759068497541
229,100.21534902740342
230,100.2212213097947
231,100.16857180734299
232,100.18205839744617
233,100.23661962412909
234,100.18861851607173
235,100.15309341365236
236,100.15557251423226
237,100.1626585520599
238,100.15571504852409
239,100.17944209183418
240,100.1896073064179
241,100.20820607819802
242,100.19099014743067
243,100.24455079194074
244,100.21286333784256
245,100.22890314095234
246,100.21810685291827
247,100.21699186941079
248,100.2447262399325
249,100.2515209521441
250,100.2312136840302
251,100.22594685033614
252,100.26751699243425
253,100.26216457923381
254,100.26570858617835
255,100.23684498237911
256,100.31105315628913
257,100.27572465132612
258,100.28816535205073
259,100.32650339274451
260,100.31881943118226
261,100.3083143827202
262,100.3072675325807
263,100.29361623791776
264,100.3313578866783
265,100.25269165477536
266,100.3342470316176
267,100.30866821599865
268,100.28987255305428
269,100.3165312024383
270,100.28501970996608
271,100.29246452461607
272,100.299734202026
273,100.30463585067349
274,100.29132049931856
275,100.25518111601254
276,100.275741667544
277,100.27307210473859
278,100.29774408605132
279,100.2716385125813
280,100.28273954215861
281,100.24327934750325
282,100.23460712217859
283,100.25844725950968
284,100.24564281340702
285,100.24160715757789
286,100.26451315266947
287,100.23223103115659
288,100.25095470699858
289,100.25003009079543
290,100.2461859037506
291,100.26088007795457
292,100.23056081796264
293,100.22967405863912
294,100.23399182751618
295,100.26588928155853
296,100.26653306520308
297,100.28096757568856
298,100.28644231124791
299,100.29565158691122
300,100.28066236935584
301,100.27294096051448
302,100.29406244295579
303,100.32933393820609
304,100.32505438750877
305,100.31391923951921
306,100.32894697851012
307,100.34857636774206
308,100.38284576839362
309,100.33068166369245
310,100.3592282102233
311,100.34364507954893
312,100.39308084201367
313,100.3504837619437
314,100.38205871469079
315,100.38503632932958
316,100.3629241745749
317,100.3943187320225
318,100.34439938956281
319,100.34333507575094
320,100.33514242784842
321,100.36605737474778
322,100.34006188087682
323,100.32593172619492
324,100.30235722713024
325,100.31245586143658
326,100.32138977920184
327,100.34478066355427
328,100.30566911665902
329,100.33755172689365
330,100.29293640337275
331,100.33390042394379
332,100.32003906492974
333,100.2997799455484
334,100.26311190525972
335,100.2934998781109
336,100.29073297322373
337,100.27385574018865
338,100.29136276805916
339,100.25703814667284
340,100.29682922486292
341,100.2770192225656
342,100.2775482387785
343,100.28873673328061
344,100.31570127683082
345,100.27901300195137
346,100.38336451668204
347,100.32022443720047
348,100.31839503116629
349,100.3779116893424
350,100.36284724531909
351,100.37398881797068
352,100.38856768911243
353,100.35881021843478
354,100.40116404339388
355,100.35569128197731
356,100.39353819442275
357,100.3917426631336
358,100.36494193739433
359,100.40009271717162
360,100.38999361788431
361,100.38195794493082
362,100.43100338298835
363,100.38374845947365
364,100.38924571920028
365,100.3926157624107
366,100.40729710021853
367,100.37177018410446
368,100.39113180911649
369,100.39005337063527
370,100.40240033498468
371,100.3735311706169
372,100.43708066759397
373,100.39048285846116
374,100.38245020936598
375,100.40690720126072
376,100.34616318383041
377,100.33849645596675
378,100.35094816300109
379,100.3374441284591
380,100.33908081173563
381,100.34269539315787
382,100.32186509571785
383,100.3687326510436
384,100.36137918259408
385,100.33118118279253
386,100.31278985724315
387,100.355443888356
388,100.34864270439333
389,100.3679177955004
390,100.34851246970429
391,100.31482918315015
392,100.32648866109261
393,100.37427303213178
394,100.35096295070626
395,100.34562492266194
396,100.40486762030577
397,100.38305867068787
398,100.39824022530765
399,100.36971834620113
400,100.4188549140608
401,100.40105816156986
402,100.43695199971388
403,100.40006232321132
404,100.45508571589404
405,100.4250683765457
406,100.45288744594238
407,100.45143933355966
408,100.4515281246549
409,100.448148657146
410,100.45499144247287
411,100.42395359545449
412,100.46480833088815
413,100.45040877764367
414,100.45612727628838
415,100.45126364136823
416,100.50110463190431
417,100.50616597215681
418,100.41532258493801
419,100.47065976703598
420,100.44740267167096
421,100.42888680188796
422,100.43508865501572
423,100.40599890657892
424,100.43273709919939
425,100.44346832079674
426,100.4045009842732
427,100.44111878787308
428,100.40453458792345
429,100.39352332986104
430,100.37595574232719
431,100.37587509457
432,100.37355193373628
433,100.37378045035247
434,100.42264288619415
435,100.38729553407224
436,100.38198456035406
437,100.40159519129234
438,100.38815139390496
439,100.39407199410363
440,100.40047737388736
441,100.4283574996097
442,100.38142625768586
443,100.43414713538776
444,100.3861727229059
445,100.39464468352138
446,100.42954812879692
447,100.4274403442364
448,100.42179492900883
449,100.4377815789341
450,100.44828089148868
451,100.42610384669054
452,100.46984130606243
453,100.47728276009656
454,100.45474681751998
455,100.45949734963476
456,100.52334478267426
457,100.49166914726666
458,100.49390326622816
459,100.48618430047033
460,100.5377325894244
461,100.52764452588764
462,100.49788079120434
463,100.4621215831424
464,100.48675805303637
465,100.50069030401941
466,100.55119920541932
467,100.50736752715326
468,100.48386265021475
469,100.48815982285275
470,100.49602439034639
471,100.53040895478833
472,100.46623012570286
473,100.48011352455826
474,100.49138935575868
475,100.44449002010394
476,100.46565882569107
477,100.45355214887063
478,100.45799599020309
479,100.4601271942552
480,100.45323297597992
481,100.45904537891157
482,100.43107381243733
483,100.43025073837285
484,100.4419237077088
485,100.44194019291015
486,100.44241072718353
487,100.46757686523382
488,100.45448744967229
489,100.42405143352532
490,100.44532235081826
491,100.4305175101139
492,100.48061059282826
493,100.44957875114054
494,100.43310775243457
495,100.46870487373303
496,100.47258597371513
497,100.47020420328286
498,100.4943624430186
499,100.47143872060572
500,100.49717453472728
501,100.52338613516069
502,100.50201213112145
503,100.53946076377424
504,100.52230783993534
505,100.49674645942456
506,100.53613542978825
507,100.57231184921903
508,100.52699028620331
509,100.56125585651262
510,100.54971604817868
511,100.54493456179655
512,100.548832746148
513,100.55393090650367
514,100.55577428757842
515,100.53717093362116
516,100.5855790151183
517,100.56185037819739
518,100.55360838764207
519,100.57155360045378
520,100.56208852537068
521,100.52836082041875
522,100.53483332542896
523,100.52664767015104
524,100.52146870400078
525,100.52248263402059
526,100.52737658298967
527,100.51975247028766
528,100.52033600318607
529,100.5066617034744
530,100.50205245347354
531,100.48411146685844
532,100.5262916896515
533,100.52173711408139
534,100.48401670572798
535,100.48601252526892
536,100.50793917808467
537,100.48435913592505
538,100.51031837131802
539,100.50952902357197
540,100.46244088440083
541,100.47007826900105
542,100.52384823490216
543,100.48975109009419
544,100.50269996872572
545,100.49072357600508
546,100.50228707508498
547,100.52708129995816
548,100.52123863336173
549,100.54461485874307
550,100.52625768026658
551,100.55726236434698
552,100.57247365840738
553,100.61175230868803
554,100.5444657300931
555,100.56837316401193
556,100.60542500829135
557,100.60534349936441
558,100.59052108396685
559,100.60601066163774
560,100.60013092895703
561,100.61809878577222
562,100.6436202449343
563,100.62270571922792
564,100.62386241276417
565,100.61568205884817
566,100.60872194893955
567,100.63382111830754
568,100.57503064633829
569,100.60484760654856
570,100.61342093276099
571,100.59170248235293
572,100.56608688757993
573,100.59812750836308
574,100.58378517875457
575,100.588867121542
576,100.59099234991209
577,100.59812901655097
578,100.55576402263772
579,100.55570816677233
580,100.57094038908163
581,100.5680803533288
582,100.53234318488165
583,100.53051440069748
584,100.53688695365865
585,100.51576461642567
586,100.52167279598477
587,100.52933239988548
588,100.48478032059573
589,100.50630421396065
590,100.51418304682993
591,100.52374453558896
592,100.56375771246218
593,100.54641807605393
594,100.57457981719544
595,100.56983300393328
596,100.5695716559756
597,100.59469209608119
598,100.54528123845934
599,100.56833846211953
600,100.59320433286612
601,100.61744268905544
602,100.60286426920099
603,100.5998771293193
604,100.64013143161905
605,100.6212152011665
606,100.65666872467851
607,100.65350121321451
608,100.62943828678166
609,100.6154730003878
610,100.66399429697675
611,100.64923965372024
612,100.68055564089512
613,100.6611769415002
614,100.65045022119027
615,100.66543346055028
616,100.69271246396288
617,100.69464369902109
618,100.64643075886146
619,100.65960860710732
620,100.62156261503164
621,100.63321312652792
622,100.6229347702606
623,100.60780942374316
624,100.63692941706374
625,100.63261406599861
626,100.58543923497534
627,100.6087246225913
628,100.57241793397691
629,100.60447849667453
630,100.57856055547512
631,100.58476793063782
632,100.6041571533617
633,100.58244805412349
634,100.6006217236362
635,100.54126233475107
636,100.56516352642119
637,100.55041984408179
638,100.60405772441526
639,100.59127307307693
640,100.62632477114992
641,100.57576637825245
642,100.6010153945562
643,100.60075920875852
644,100.65596769643197
645,100.57534327070057
646,100.66528405754273
647,100.64578900915375
648,100.65252767715269
649,100.6523482779959
650,100.63596073161612
651,100.64198578536963
652,100.68729638972214
653,100.66972768302162
654,100.6468009464844
655,100.70544770445795
656,100.694257795277
657,100.67101143368006
658,100.67717960662466
659,100.73347252584686
660,100.71995144179083
661,100.6880035975563
662,100.71890510986182
663,100.70528137694123
664,100.66651631964046
665,100.66685198564154
666,100.69663998675428
667,100.73899449373096
668,100.69414162360756
669,100.71976223839074
670,100.67620764987603
671,100.68073870298149
672,100.71638476744505
673,100.68351971971525
674,100.7055132195359
675,100.66647862554619
676,100.6412931682872
677,100.65104396042375
678,100.68351769646013
679,100.61882214721146
680,100.66650076786422
681,100.64515232017813
682,100.6113712204896
683,100.64146249689955
684,100.63803565598475
685,100.6088728442348
686,100.6553417413846
687,100.63100316972614
688,100.6551326711889
689,100.63503347322474
690,100.62165796649312
691,100.66153032930534
692,100.64769513852626
693,100.6556069922687
694,100.67581903253236
695,100.66830330362171
696,100.69232732667969
697,100.67298255137798
698,100.71216302831036
699,100.70970501293296
700,100.68866658308696
701,100.6879399828263
702,100.72941005317321
703,100.71934778614184
704,100.73415827180739
705,100.69475865803099
706,100.72509027593476
707,100.77368542819472
708,100.78741785539094
709,100.73543367341038
710,100.7650615113218
711,100.73588561887479
712,100.76904616522631
713,100.79882764614518
714,100.79463366841165
715,100.74701964996675
716,100.76017483984201
717,100.76581784837764
718,100.74160620995556
719,100.73055710869966
720,100.74354994623731
721,100.75399019100944
722,100.75747870811888
723,100.71700535091827
724,100.72977999828461
725,100.71420963383349
726,100.74464644287764
727,100.72113069880507
728,100.71190201639531
729,100.73635344915256
730,100.72207912618875
731,100.67497948862804
732,100.72525172661784
733,100.71740726534898
734,100.68898494371214
735,100.65111422962603
736,100.67702878477029
737,100.67446915342717
738,100.69857580582516
739,100.6681599776871
740,100.67855094305804
741,100.68754210156368
742,100.72152928568454
743,100.68828198144105
744,100.6822407480281
745,100.73735182487654
746,100.72155646107704
747,100.7197682164435
748,100.73495703232037
749,100.71744423791952
750,100.74831129358334
751,100.73853390118684
752,100.75201160005155
753,100.73102614960125
754,100.80238697964461
755,100.78178571706582
756,100.79102417664147
757,100.7999218200626
758,100.81045015838474
759,100.80551640531547
760,100.79574691725998
761,100.7976829696879
762,100.83594345211169
763,100.74152165681534
764,100.78443566710692
765,100.81658448327313
766,100.81075030079974
767,100.81827057595507
768,100.83430964229186
769,100.82310240993723
770,100.81695553948904
771,100.7956767378657
772,100.8095808420238
773,100.78193916454917
774,100.75593327959704
775,100.73590431181434
776,100.76675945566437
777,100.7643487264798
778,100.7600267781418
779,100.75112229328363
780,100.73998935829441
781,100.71788642588905
782,100.76136929968621
783,100.72104959418336
784,100.71788764570812
785,100.71586921907323
786,100.76019024029353
787,100.72360178572696
788,100.75252536981934
789,100.75768277241238
790,100.73759739150297
791,100.74561292702518
792,100.770081145683
793,100.73884576877688
794,100.74274983561781
795,100.79162976162668
796,100.77583158260431
797,100.82047694380758
798,100.76504902355558
799,100.79986007968866
800,100.77011792134876
801,100.78003584559168
802,100.80401842061094
803,100.85118368990453
804,100.82201120244659
805,100.83873210230537
806,100.83497707186125
807,100.87066126508387
808,100.82440789176908
809,100.8407137959795
810,100.85940827581673
811,100.86723795578615
812,100.88911175135996
813,100.87767876398092
814,100.86185989225943
815,100.8620793348408
816,100.85899879085925
817,100.85254864569269
818,100.85566582932834
819,100.85521396808883
820,100.85307055350098
821,100.87484334904019
822,100.82364291658527
823,100.81174817995586
824,100.83969996538012
825,100.80221987325267
826,100.8301057324717
827,100.82337410454565
828,100.81753357310558
829,100.78387235456931
830,100.81130436927107
831,100.81592871013706
832,100.79736101082422
833,100.79413792483318
834,100.79361269884372
835,100.81298294780981
836,100.80260635281593
837,100.77866009200842
838,100.7832865003626
839,100.80022191118908
840,100.80767489033718
841,100.78394346758478
842,100.79155640746498
843,100.81952453044362
844,100.78966141827493
845,100.78855647612582
846,100.82889262128435
847,100.83277465671846
848,100.83249334227118
849,100.82867665286722
850,100.86983111973801
851,100.86671377879922
852,100.8733421301857
853,100.87968398576193
854,100.88923324223877
855,100.88308843787519
856,100.89507413681895
857,100.90817422905677
858,100.91074573837484
859,100.89591053149944
860,100.91844932036801
861,100.95840083372123
862,100.90889228025368
863,100.93010348053097
864,100.9493123780918
865,100.90823990035256
866,100.91194742982158
867,100.90280080101557
868,100.86951099940741
869,100.9180974010576
870,100.91319423957523
871,100.9095157039779
872,100.88980555303854
873,100.9017404844641
874,100.89326420865942
875,100.87645478267667
876,100.85290501732321
877,100.87199612399979
878,100.85592582547194
879,100.83324445061717
880,100.83368427040425
881,100.81263833898127
882,100.87659311433725
883,100.87897137220932
884,100.82365580647671
885,100.81387922410165
886,100.84415326071613
887,100.83030878061064
888,100.87145657612334
889,100.83432441147704
890,100.84575430720864
891,100.84828014069699
892,100.84241607973875
893,100.8390336063568
894,100.8888351434764
895,100.85482370750142
896,100.87034061790163
897,100.84450533464015
898,100.89873489377156
899,100.8841910317616
900,100.89718613154665
901,100.90958002705763
902,100.91694300013846
903,100.90801538335367
904,100.93509104023398
905,100.9460121618493
906,100.93462391421329
907,100.93465928048974
908,100.93125216728471
909,100.92716437473992
910,100.97819406280357
911,100.9522613394427
912,100.98130746075519
913,100.97814776367785
914,100.97325559395412
915,100.98296871883066
916,100.98114830369063
917,100.96554829184014
918,100.92206029982006
919,100.95289594494167
920,100.95680710906414
921,100.93494419946738
922,100.94497866216729
923,100.92415412585628
924,100.86644560787441
925,100.93084852866407
926,100.91866501334674
927,100.93269235048366
928,100.93193353144744
929,100.902708756103
930,100.88320029582651
931,100.91311890362611
932,100.89251010542588
933,100.88342388923843
934,100.8800791856909
935,100.85796591701344
936,100.86824725058857
937,100.90665095885976
938,100.92522098853402
939,100.90663440727852
940,100.87583865183711
941,100.91521102374064
942,100.90674040771681
943,100.90678835019746
944,100.90635277519404
945,100.88639977650335
946,100.92002616773323
947,100.90941303989536
948,100.96936786013568
949,100.90850672354202
950,100.97322414631024
951,100.94819365893683
952,100.94323469489302
953,100.99643628944227
954,100.97278380591163
955,101.0018422529173
956,100.95877821010868
957,101.01847373003014
958,100.9613544982136
959,101.02880196129419
960,101.00344718453795
961,101.0050113832044
962,101.02203881287038
963,101.00846984234336
964,101.01385918129223
965,101.03694531527478
966,100.99962654253707
967,101.02048548134576
968,101.05414788727926
969,101.03724201910835
970,101.01782128442827
971,101.02836665688389
972,101.0168613842557
973,101.02466377557798
974,101.00033601444764
975,100.97751804808199
976,100.98838430323457
977,100.97289688135136
978,100.94056668465196
979,100.91954031668318
980,100.9316478725099
981,100.93784183444623
982,100.93824315505496
983,100.98078300816925
984,100.94978650740067
985,100.94617790102136
986,100.94574178768201
987,100.89609303137044
988,100.92824277391612
989,100.92665060015925
990,100.93579554942681
991,100.94472847910502
992,100.92050695429523
993,100.94936608283254
994,100.94491952870194
995,100.97892805176161
996,100.98207885388584
997,100.98916753408467
998,101.02168227509486
999,101.00134732090588
1000,101.01138073501853
1001,100.96741986209918
1002,101.02361991385698
1003,101.01371096128611
1004,100.99320077853525
1005,101.02066353415313
1006,101.03228534150936
1007,101.06215264626259
1008,101.02873047914659
1009,101.04262662111263
1010,101.04553198482193
1011,101.06494483548578
1012,101.03533048489447
1013,101.05129172114555
1014,101.06347663369652
1015,101.02052808890133
1016,101.08715274347776
1017,101.1056039560722
1018,101.0461068816737
1019,101.053515041778
1020,101.05815683746292
1021,101.04575114105035
1022,101.01901392191193
1023,101.03230114832482
1024,101.0088494866281
1025,101.05198316447976
1026,101.01557128448927
1027,100.99247874276206
1028,100.98196993566249
1029,100.96900608699765
1030,100.97974124468342
1031,101.00663772544866
1032,100.96289481875027
1033,101.02223124379269
1034,100.99056007802834
1035,100.99840325208001
1036,100.99145367612259
1037,100.99564576709137
1038,100.95532491369173
1039,101.01152398581864
1040,100.98477715412467
1041,100.98210497821508
1042,100.98358378731363
1043,100.99501930081487
1044,101.04589570173799
1045,101.03447553013838
1046,101.0059772335937
1047,101.03127378976829
1048,101.0401978638661
1049,101.06078141615949
1050,101.05065308124158
1051,101.04367868865764
1052,101.07191603814522
1053,101.0328533852968
1054,101.05097517086696
1055,101.07285305150722
1056,101.11527611993016
1057,101.06999274166165
1058,101.08240869048292
1059,101.09502674705547
1060,101.12133144479434
1061,101.1174275928633
1062,101.10962806732945
1063,101.11814141639292
1064,101.0924986505261
1065,101.11308066822419
1066,101.12126108698271
1067,101.11238469203656
1068,101.13916630688087
1069,101.08348283853532
1070,101.06954971358392
1071,101.12794958259785
1072,101.08243779491428
1073,101.06941420244794
1074,101.07159811555161
1075,101.0665938358863
1076,101.06683269132913
1077,101.05646818405091
1078,101.05634672429919
1079,101.0837706919161
1080,101.05969369141667
1081,101.01437759082499
1082,101.08287886546667
1083,101.03788320968447
1084,101.03829901545248
1085,101.04334618208854
1086,101.03875540848635
1087,101.0085715697899
1088,101.04754697141416
1089,101.0150641071664
1090,101.0463678857141
1091,101.0528570813723
1092,101.05411718727542
1093,101.040355432531
1094,101.08604325772757
1095,101.05102980070549
1096,101.07557509612315
1097,101.08280097057418
1098,101.1188987406329
1099,101.08580414473161
1100,101.10895260049075
1101,101.14099525933337
1102,101.13894761503346
1103,101.12139115454232
1104,101.1300240170785
1105,101.14214675601816
1106,101.12497011102741
1107,101.08870923345712
1108,101.15468895007231
1109,101.1332558866152
1110,101.18495278942531
1111,101.12866044193656
1112,101.14992874347394
1113,101.15835585669552
1114,101.18084086506347
1115,101.13663329930291
1116,101.15507198938616
1117,101.1720444636533
1118,101.15855453030164
1119,101.16057586830146
1120,101.1451844141193
1121,101.13213225684292
1122,101.1701809773557
1123,101.17445228825866
1124,101.10385737284699
1125,101.14652096781002
1126,101.14737687861665
1127,101.09254744401876
1128,101.1075740997464
1129,101.11501661488802
1130,101.09826310057522
1131,101.12454642578511
1132,101.12804232732
1133,101.08465998980739
1134,101.08838870811559
1135,101.09358024946236
1136,101.0995234873807
1137,101.07435808965893
1138,101.09688478533553
1139,101.06973209572375
1140,101.09089923429302
1141,101.06245437688048
1142,101.0973037241058
1143,101.09544178297487
1144,101.15105519150845
1145,101.14379458107854
1146,101.10584774692667
1147,101.15941362459506
1148,101.12159122241438
1149,101.14140336104794
1150,101.12902730638181
1151,101.18345637537799
1152,101.12836225497311
1153,101.18874968923382
1154,101.1757190090701
1155,101.1855339572858
1156,101.18706038621902
1157,101.17584107748846
1158,101.21397218339635
1159,101.19483769649094
1160,101.18022408980933
1161,101.21335550353578
1162,101.20323543071129
1163,101.20751241661821
1164,101.21892770376938
1165,101.24712364025838
1166,101.21275296810634
1167,101.19421210298435
1168,101.21668089011484
1169,101.23189696997999
1170,101.16914892598959
1171,101.20708490431481
1172,101.201716033779
1173,101.19023055258027
1174,101.19301742751198
1175,101.17591026899387
1176,101.1885581651916
1177,101.1607734191724
1178,101.1294444109283
1179,101.14586106941094
1180,101.13903654805274
1181,101.18865059675332
1182,101.15970685596349
1183,101.15083958729201
1184,101.14907565825204
1185,101.13568043496234
1186,101.10968407461618
1187,101.10447958784195
1188,101.14069819412131
1189,101.12515512816991
1190,101.15913437851931
1191,101.15243176324891
1192,101.18121698258956
1193,101.14008791586379
1194,101.19268569967126
1195,101.224293492282
1196,101.1794188196097
1197,101.17889200130188
1198,101.20030393426649
1199,101.1662928087265
1200,101.17547353540213
1201,101.18803764834213
1202,101.20032164227669
1203,101.23613650343002
1204,101.26836277205489
1205,101.2273202823373
1206,101.2525415628717
1207,101.21784166671742
1208,101.24227788762813
1209,101.29618521854829
1210,101.28940948845053
1211,101.282274882298
1212,101.27418084970815
1213,101.23028617475795
1214,101.22540240618778
1215,101.27865714877414
1216,101.22325763630207
1217,101.28050952594418
1218,101.28422883205825
1219,101.2479184867764
1220,101.23546448666566
1221,101.27633268394798
1222,101.23677298741896
1223,101.26373146626109
1224,101.23745935452415
1225,101.19346001949631
1226,101.2158802685554
1227,101.22352565176665
1228,101.22008547084742
1229,101.20074293063213
1230,101.20156676996507
1231,101.21194176933822
1232,101.1856536818283
1233,101.20087419439756
1234,101.20766079061958
1235,101.20167157498243
1236,101.2172688904346
1237,101.18326843137417
1238,101.20341813344568
1239,101.17944864363493
1240,101.19369781832334
1241,101.16971965573266
1242,101.18827694156136
1243,101.20471352802085
1244,101.18148528043174
1245,101.24234252174149
1246,101.21991566637114
1247,101.2339755393327
1248,101.22974774428768
1249,101.23872831004141
1250,101.20639062372729
1251,101.24472330841178
1252,101.25824625584048
1253,101.27850865361863
1254,101.26309314258148
1255,101.3033109075084
1256,101.280560656936
1257,101.2822837685482
1258,101.28239920589998
1259,101.30306350959995
1260,101.33017638100839
1261,101.30204796720915
1262,101.29380541405106
1263,101.27905951337513
1264,101.31655355195929
1265,101.33600391193237
1266,101.32853728681464
1267,101.29847823695287
1268,101.28068798864734
1269,101.27711155966067
1270,101.25848300539172
1271,101.26780135918331
1272,101.29848860566962
1273,101.28044241514964
1274,101.26647709760555
1275,101.25450127514036
1276,101.26958853342201
1277,101.26797767843419
1278,101.23323415259125
1279,101.23470602421746
1280,101.2284730055702
1281,101.2498741599599
1282,101.27877078334578
1283,101.22757646610202
1284,101.20027398585032
1285,101.22979565524847
1286,101.23431494858728
1287,101.22338020282996
1288,101.23210873615332
1289,101.24461774981356
1290,101.22699004905664
1291,101.26532204999572
1292,101.29281365307804
1293,101.26525852568606
1294,101.30276643405983
1295,101.25550931491694
1296,101.27678298970645
1297,101.2914948074165
1298,101.29450095795046
1299,101.27561133110547
1300,101.2902414851279
1301,101.30663672498106
1302,101.31523974480658
1303,101.33212188429283
1304,101.32868621283765
1305,101.30482730398157
1306,101.34749110744141
1307,101.38790400150869
1308,101.32626208217374
1309,101.37547162802981
1310,101.35155443060728
1311,101.39182352519286
1312,101.35732876007907
1313,101.36826760345004
1314,101.38735346223707
1315,101.34554346273666
1316,101.36457923466098
1317,101.3608156810002
1318,101.31282305733122
1319,101.34421421511996
1320,101.34519832491134
1321,101.34996129347562
1322,101.36346097533121
1323,101.31809762898659
1324,101.29430120150676
1325,101.3443881066475
1326,101.32799538740686
1327,101.28980740905519
1328,101.30976450197184
1329,101.28416002818203
1330,101.31637485752097
1331,101.26822367673329
1332,101.32575557190077
1333,101.30298616694195
1334,101.23506099865011
1335,101.28648832410671
1336,101.2995004237489
1337,101.32127563732422
1338,101.29600983924506
1339,101.305058554811
1340,101.32182176612952
1341,101.29240595042327
1342,101.30948210911006
1343,101.27184284524195
1344,101.3330328831861
1345,101.28320824741445
1346,101.32073835592102
1347,101.3538761363908
1348,101.3319761915829
1349,101.37241898158982
1350,101.36167121971401
1351,101.37424517707271
1352,101.36411343030032
1353,101.3959707426314
1354,101.35437900918397
1355,101.38181047913896
1356,101.39905600259945
1357,101.38171270593828
1358,101.33359109156933
1359,101.41399137553591
1360,101.40859721740351
1361,101.37892765034712
1362,101.45822465914905
1363,101.4285035557158
1364,101.42693377670189
